;Item Value List
;
;Department,Category,Supplier,Item,Description,Qty,Cost,Price,Extended Cost,Extended Price,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450458,HISTORIC GEORGIA BR ID SET,0,2.32,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450700,USA GIRL SCOUTS O/SEAS ,0,2.32,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450465,NORTHERN INDIANA MICHIANA BR I,0,2.32,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450151,HAWAII BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452209,431010-05 BLUEBONNET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450175,HEART OF PENN. BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452323,431022-03 CAROLINA LOW C ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452339,431016-26 CATAWBA VALLEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450137,E. WASH AND N. IDAHO BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451318,NORTHEAST KANSAS & NORTH MISSO,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451134,E. WASH. AND N. IDAHO JR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451158,HAWAII JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451028,CENTRAL INDIANA JR 2PC ID STRI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453374,431010-25 LAKE TO RIVER ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452834,431016-54 FREEDOM VALLEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452766,431016-50 FARTHEST NORTH ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454654,431018-79 SIERRA NEVADA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453770,431022-30 MT PRAIRIE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454715,431018-83 SOONER ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452704,431022-16 DRIFTING DUNES ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453138,431010-20 HOMESTEAD ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453008,431022-22 GTR ST.  LOUIS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453718,431010-30 MONMOUTH ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454395,431022-40 ROCK RIVER VAL ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454234,431018-57 PIONEER VALLEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453435,431016-95 LICKING VALLEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453077,431022-24 HEART OF MISSO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454012,431018-37 ORANGE COUNTY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454548,431010-44 SARAH WELLS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453268,431016-84 IRISH HILLS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453367,431010-24 LAKE ERIE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453992,431018-35 OCEAN COUNTY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453244,431016-82 INDIANA LAKELA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454517,431022-44 SANTA CLARA CO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452971,431022-20 GRTR MINNEAPOL ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453688,431018-16 MOCCASIN BEND ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452902,431022-17 GR BLUE HERON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453459,431016-97 LITTLE CLOUD ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453961,431022-59 NW NORTH DAKOT ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454609,431010-48 SHAWNEE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452933,431016-62 GREATTRAIL ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450229,NORTHERN CALIFORNIA BROWNIE ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451547,NORTHWESTERN GREAT LAKES JR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451073,EASTERN IOWA AND WESTERN ILLIN,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451349,WESTERN WASHINGTON JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451325,HEART OF CENT. CAL. JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452537,431010-08 CONESTOGA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451530,"WESTERN OKLAHOMA, INC JR ID SE",0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452469,431016-35 CITRUS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451011,CENTRAL & SOUTHERN NEW JERSEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451486,MISSOURI HEARTLAND JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452186,431010-04 BLACK HAWK ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452353,431022-04 CTL LOUISIANA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451462,NORTHERN INDIANA MICHIANA JR I,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450083,EASTERN S. CAROLINA BR ID STRI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451202,MAINE JR 2 PC ID SET ,0,1.16,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452292,431016-23 CANNON VALLEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452513,431022-08 COMMONWEALTH V ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451196,JERSEY SHORE JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452612,431016-42 COVERED BRIDGE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452278,431016-20  CALUMET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452308,431016-24 CAPROCK ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451035,CENTRAL ILL. JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450526,WESTERN NEW YORK BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450441,LOUISIANA EAST BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451646,OREGON AND SW WASHINGTON JR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451110,GREATER S TEXAS JR 2PC ID STRI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450632,DIAMOND AR OK TX BR SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450403,MONTANA AND WYOMING BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451622,GREATER ATLANTA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450564,HEART OF NEW JERSEY BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451363,TEXAS OKLAHOMA PLAINS JR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450168,MIDDLE TENNESSEE BROWNIE COUNC,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451301,NORTHERN NJ JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452568,431022-09 CONNECTICUT TR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452063,431016-06 APPLESEED RIDG ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450717,GREEN AND WHITE MOUNTAINS BR I,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451066,DAKOTA HORIZONS JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GSM - DO NOT REORDER,731955450335,KANSAS HEARTLAND BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450076,EASTERN IOWA AND WESTERN ILLIN,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452490,431016-38 COLUMBIA RIVER ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452261,431016-19 CAHABA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450014,CENTRAL & SOUTHERN NEW JERSEY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450649,OREG0N AND SW WASHINGTON BR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451288,CENTRAL TEXAS JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451172,HEART OF PENN. JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451004,CALIFORNIA'S CENTRAL COAST JR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451516,SPIRIT OF NEBRASKA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451509,NORTH CENTRAL ALABAMA JR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450021,CENTRAL INDIANA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451424,MINNESOTA & WISCONSIN LAKES & ,0,2.32,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452643,431016-45 CROWLEY'S RIDG ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451615,WESTERN PENNSYLVANIA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451400,MONTANA AND WYOMING JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450601,MICHIGAN SHORE TO SHORE BR ID ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451356,LOUISIANA PINE TO THE GULF JR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452040,431016-04 APALACHEE BEND ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452131,431022-01 BECKY THATCHER ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450472,HEART OF MICHIGAN BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451059,CONNECTICUT- JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451721,GREATER LOS ANGELES JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452438,431016-32 CHICAGO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452070,431016-07 AZ CACTUS IRON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450502,NORTH CENTRAL ALABAMA BR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450380,HEART OF THE SOUTH BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955449858,131023-62 SOUTHEASTERN P ,0,0.25,3.25,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450267,E. MISSOURI BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451387,HEART OF THE SOUTH JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451691,CENTRAL CALIFORNIA SOUTH JR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450052,CONNECTICUT- BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450090,"EASTERN MASSACHUSETTS, INC.- B",0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451561,HEART OF NEW JERSEY JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452551,431016-41 CONIFER ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450618,WESTERN PENNSYLVANIA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451455,HISTORIC GEORGIA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450304,NORTHERN NJ BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452575,431022-10 CONNECTICUT VA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450274,NORTH CAROLINA COASTAL PINES-B,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451738,JR SET WI-BADGERLAND,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452476,431016-37 COASTAL CAROLI ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450595,SOUTHEASTERN MICHIGAN BR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452025,431010-01 ADIRONDACK ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452407,431010-07 CHAPARRAL ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452377,431022-06 CENTRAL NEW YO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452001,CNCL ID SETS-JR- IRON ON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452346,431016-27 CENTRAL KANSAS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451554,SW TEXAS JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452117,431016-10 BAYOU (IRON ON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450359,LOUISIANA PINE TO THE GULF BR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450120,EASTERN PA BR 2PC ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451448,LOUISIANA EAST JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450653,*** USE 731955450656***OHIO'S ,0,2.32,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451493,JR ID SET MINNESOTA & WISCONSI,0,2.32,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451332,KANSAS HEARTLAND JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450205,MAINE BR 2 PC ID SET ,0,1.16,5,0,0,
Insignia,Council ID,GSM - DO NOT REORDER,731955451264,E. MISSOURI JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451479,HEART OF MICHIGAN JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452391,431016-28 CENTRILLIO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450243,SOUTH CAROLINA-MOUNTAINS TO MI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451103,GREATER IOWA JR 2PC ID STRIP,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450366,TEXAS OKLAHOMA PLAINS BR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451608,MICHIGAN SHORE TO SHORE JR ID ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452155,431016-12 BIG SKY (IRON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451233,NORTHEASTERN NEW YORK JR-ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450342,WESTERN WASHINGTON BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450410,NEW MEXICO TRAILS BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451295,CENTRAL AND WESTERN MASSACHUSE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451585,WESTERN OHIO JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450724,GREATER LOS ANGELES BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452094,431010-02 AUDUBON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450281,CENTRAL TEXAS BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450427,MINNESOTA & WISCONSIN LAKES & ,0,2.32,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450311,NORTHEAST KANSAS & NORTHWEST M,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451189,HRT. OF HUDSON JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452162,431016-13 BIRCH TRAILS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451127,EASTERN PA JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GSM - DO NOT REORDER,731955450663,NYPENN PATHWAYS BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450731,BR SET  WI - BADGERLAND,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452100,431016-09 BADGER (IRON O ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451523,WESTERN NEW Y0RK JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451707,USA GIRL SCOUTS O/SEAS ,0,2.32,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450250,SOUTHERN ALABAMA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450007,CALIFORNIAS CENTRAL COAST BR I,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451592,SOUTHEASTERN MICHIGAN JR ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450557,SW TEXAS BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451141,GREATER CHICAGO AND NORTHWEST ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450489,MISSOURI HEARTLAND BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451257,SOUTHERN ALABAMA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451677,KENTUCKY'S WILDERNESS ROAD JR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451431,EASTERN OKLAHOMA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450571,NORTH EAST OHIO BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955449773,131023-070 GS OF NORTHEA ,0,0.25,3.25,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450687,SOUTHEAST FLORIDA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450373,WEST CENTRAL FLORIDA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451240,SOUTH CAROLINA-MOUNTAINS TO MI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450328,HEART OF CENT. CAL. BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452216,431010-06 BLUESTEM ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450694,CENTRAL CALIFORNIA SOUTH BR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452230,431016-17 BUCKEYE TRAILS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450625,GREATER ATLANTA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451714,GREEN AND WHITE MOUNTAINS JR I,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451219,NORTHEAST TEXAS JUNIOR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451394,WISCONSIN SOUTHEAST JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452223,431016-16 BROWARD COUNTY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451639,DIAMONDS AR OK TX JR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452315,431016-25 CARIBE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450212,NORTHEAST TEXAS BROWNIE -ID SE,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450588,WESTERN OHIO BR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955449841,131023-079 METRO DETROIT ,0,0.25,3.25,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451042,COLORADO JR ID SET ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451165,MIDDLE TENNESSEE JUNIOR COUNCI,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450397,WISCONSIN SOUTHEAST BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450434,EASTERN OKLAHOMA BR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452018,431016-01 ABNAKI ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452285,431016-21 CAMDEN COUNTY ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451660,NYPENN PATHWAYS JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451097,"EASTERN MASSACHUSETTS, INC-JR ",0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450533,"WESTERN OKLAHOMA, INC BR ID SE",0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450144,GREATER CHICAGO AND NORTHWEST ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450496,BR ID SET MINNESOTA & WISCONSI,0,1.1715,5,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452087,431016-08 ARK POST IRON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955451684,SOUTHEAST FLORIDA JR ID SET,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450181,HRT. OF HUDSON BR ID SET ,0,2.32,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955450540,NORTHWESTERN GREAT LAKES BR ID,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453947,431022-35 NORTHWEST GEOR ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453831,431018-27 NISHNABOTNA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454425,431018-70 SAHUARO ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452957,GREATER ESSEX & HUDSON ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453442,431016-96 LIMBERLOST ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454432,431018-71 SAKAKAWEA ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454166,431018-51 PENN'S WOODS ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955453404,431016-92 LAND OF LAKES ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955452988,GREATER  NEW YORK JUNIOR ID ST,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454456,431022-41 SAN DIEGO IMPE ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454081,431018-45 PALM GLADES ,0,1.16,4,0,0,
Insignia,Council ID,GIRL SCOUT MERCHANDISE,731955454746,431022-48 SE LOUISANA ,0,1.16,4,0,0,
